time(s)	globalZ	gyroAngle
22.563	2.277432	0.333
22.584	2.187148	0.060
22.606	2.079377	359.693
22.627	1.990396	359.274
22.648	0.674823	358.771
22.670	-1.282048	358.090
22.690	-2.735137	357.296
22.712	-3.544846	356.519
22.732	-3.818700	355.821
22.754	-3.470340	355.249
22.775	-2.231565	354.771
22.796	-0.994905	354.771
22.817	0.155414	354.806
22.840	0.659277	354.834
22.860	0.170999	354.699
22.881	-0.576804	354.406
22.902	-0.927323	354.093
22.923	-0.939674	353.809
22.946	-0.776994	353.553
22.966	-0.721675	353.330
22.988	-0.445734	353.165
23.010	-0.035531	353.028
23.030	0.442091	352.872
23.050	0.511981	352.717
23.072	0.594756	352.511
23.093	0.858244	352.258
23.115	1.555245	351.589
23.135	1.728850	351.589
23.157	1.929544	351.153
23.178	2.282378	350.774
23.200	2.959181	350.523
23.220	3.446135	350.519
23.241	2.834876	350.699
23.264	1.322170	350.876
23.284	-0.196414	351.022
23.305	-0.934945	351.339
23.326	-1.270272	351.937
23.347	-1.710696	352.770
23.371	-2.179708	353.757
23.390	-2.303420	354.804
23.412	-2.346219	356.722
23.432	-2.463631	356.722
23.455	-2.628286	357.414
23.475	-2.590333	357.912
23.496	-2.042267	358.213
23.517	-1.355821	358.396
23.539	-0.516034	358.516
23.559	-0.274372	358.517
23.580	-0.509543	358.288
23.602	0.137592	357.891
23.623	1.260955	357.456
23.644	2.230007	357.120
23.665	3.065698	356.996
23.688	3.605227	357.067
23.707	3.130737	357.241
23.729	2.861175	357.494
23.750	2.504341	357.764
