time(s)	globalZ	gyroAngle
18.832	0.199654	328.173
18.852	0.146291	328.172
18.874	0.076554	328.168
18.897	-0.043765	328.169
18.916	-0.075505	328.176
18.938	-0.045605	328.187
18.959	0.021742	328.207
18.980	-0.104881	328.229
19.002	-0.132854	328.254
19.022	-0.052632	328.276
19.043	-0.007134	328.288
19.065	-0.052644	328.297
19.086	-0.131276	328.302
19.107	-0.164652	328.295
19.128	-0.074276	328.278
19.149	-0.100422	328.263
19.172	-0.152227	328.251
19.193	-0.008813	328.233
19.213	0.230948	328.233
19.234	0.231574	328.183
19.255	-0.035680	328.091
19.276	-0.395539	327.982
19.298	-0.294743	327.869
19.319	-0.094608	327.760
19.340	0.029587	327.630
19.363	-0.077324	327.489
19.383	-0.238672	327.339
19.404	-0.424353	327.177
19.425	-0.393350	327.018
19.446	-0.014895	326.874
19.468	0.171529	326.718
19.489	0.239929	326.572
19.510	0.114890	326.469
19.532	0.226518	326.485
19.552	0.397301	326.485
19.573	0.638961	326.587
19.595	0.903285	326.734
19.616	1.122549	326.946
19.638	0.570085	327.191
19.658	-0.065320	327.411
19.679	-0.337047	327.607
19.702	-0.496850	327.815
19.722	-0.365288	328.056
19.744	-0.513521	328.292
19.764	-0.637640	328.551
19.785	0.025444	328.904
19.807	0.699327	329.348
19.829	0.429254	329.830
19.849	-0.132800	330.300
19.870	-0.195209	330.713
19.892	-0.240683	330.989
19.913	-0.523935	331.072
19.934	-0.767422	331.020
19.955	-0.619687	330.915
19.976	-0.364659	330.858
19.997	0.068735	330.876
20.018	0.513154	330.934
20.041	0.763405	331.090
20.063	0.886714	331.090
20.082	0.549080	331.187
20.105	0.076670	331.277
20.125	-0.384373	331.366
20.146	-0.536918	331.478
20.167	-0.618789	331.620
20.190	-0.511080	331.811
20.209	-0.069475	332.017
20.232	0.161793	332.196
20.252	0.217796	332.346
20.273	0.383436	332.470
20.294	0.304561	332.490
20.315	-0.076584	332.370
20.338	-0.287557	332.143
20.358	-0.246076	331.473
20.380	-0.200089	331.473
20.400	-0.073815	331.117
20.422	-0.078140	330.773
20.443	-0.273257	330.417
20.464	-0.394514	330.058
20.485	-0.413646	329.733
20.506	-0.198396	329.488
20.527	0.555537	329.376
20.548	1.102546	329.385
20.571	0.671453	329.459
20.592	-0.087432	329.548
20.613	-0.473843	329.633
20.633	-0.732527	329.675
20.655	-0.988211	329.671
20.675	-0.781162	329.648
20.697	-0.363413	329.626
20.718	0.044310	329.616
20.740	0.376518	329.620
20.763	0.501442	329.598
20.782	0.027059	329.462
20.805	-0.464826	329.462
20.824	-0.370277	329.401
20.846	-0.051563	329.354
20.867	0.188360	329.289
20.888	0.320901	329.229
20.909	0.356227	329.229
20.932	0.386641	329.279
20.952	0.254404	329.332
20.973	0.033383	329.360
20.994	-0.128707	329.343
21.015	-0.175230	329.298
21.036	-0.189854	329.268
21.057	-0.087244	329.263
21.079	-0.046051	329.255
21.099	-0.223283	329.255
21.122	-0.307712	329.240
