time(s)	globalZ	gyroAngle
19.148	2.697964	358.336
19.168	1.921236	358.587
19.189	-0.332716	358.966
19.211	-2.347889	359.599
19.234	-2.375539	0.015
19.253	-1.664430	0.137
19.275	-1.086409	0.278
19.296	-0.721504	0.588
19.317	-0.370398	1.006
19.338	-0.026340	1.302
19.359	-0.029413	1.638
19.380	-0.958424	1.638
19.403	-1.430763	1.822
19.425	-1.370807	2.014
19.444	-1.586141	2.182
19.467	-1.952560	2.273
19.486	-1.842646	2.206
19.509	-1.258928	1.637
19.529	-0.436220	1.637
19.550	0.947780	1.406
19.571	1.821460	1.317
19.593	2.390065	1.332
19.613	2.734781	1.450
19.635	2.729118	1.625
19.656	2.522030	1.734
19.677	2.469288	1.774
19.701	2.343591	1.751
19.719	1.646806	1.694
19.742	1.809669	1.743
19.764	2.702831	1.891
19.788	1.623462	1.927
19.804	-1.366363	1.621
19.825	-3.441440	1.118
19.848	-4.059533	0.356
19.868	-3.484948	0.356
19.890	-2.097292	0.283
19.910	-1.149973	0.308
19.933	-0.791424	0.234
19.953	-0.787745	359.913
19.976	-0.889236	359.422
19.995	-0.926027	358.966
20.016	-0.620156	358.649
20.038	-0.367736	358.404
20.061	-0.534796	358.168
20.080	-0.815829	357.976
20.101	-1.035051	357.827
20.126	-1.117611	357.674
20.143	-0.828639	357.551
20.165	-0.401516	357.476
20.186	0.336164	357.421
20.208	1.053870	357.349
20.228	2.493117	357.289
20.255	3.783527	357.169
20.271	3.460154	356.919
20.293	2.944903	356.790
20.313	3.105724	356.957
20.334	3.664893	357.434
20.356	4.080268	358.080
20.377	2.356989	358.648
20.400	-0.746042	358.888
20.419	-2.662024	358.833
20.440	-2.866095	358.690
20.463	-2.582949	358.619
20.484	-2.753126	358.762
20.504	-2.511586	359.099
20.525	-1.942719	359.504
20.547	-1.702454	359.828
20.567	-1.838025	0.048
20.588	-1.767666	0.195
20.610	-1.119362	0.347
20.631	-0.612920	0.505
20.653	-0.466276	0.611
20.674	-0.341940	0.199
20.694	-0.295366	0.199
20.717	0.201831	359.732
20.737	0.967018	359.287
20.758	1.097737	358.963
20.779	0.935376	358.811
20.800	1.017452	358.752
20.823	1.897222	358.698
20.843	2.157155	358.450
20.864	1.905692	358.181
20.885	2.627841	358.008
20.906	3.231638	357.801
20.928	3.523331	357.558
20.950	2.840895	357.232
20.970	0.270292	356.695
20.991	-2.303151	356.016
21.013	-4.037446	355.306
21.033	-4.189028	354.673
21.054	-2.915405	354.208
21.076	-1.451497	353.881
21.097	-0.587131	353.626
21.118	-0.400466	353.328
21.140	-0.635821	352.892
21.165	-1.102500	352.346
21.183	-1.498265	351.789
21.203	-1.475294	351.285
21.225	-1.153544	350.879
21.246	-1.018184	350.655
21.267	-1.257194	350.624
21.288	-1.385422	350.749
21.309	-1.256669	350.952
21.330	-0.634245	351.128
21.353	0.282358	351.257
21.373	1.595704	351.366
21.394	3.150398	351.437
21.416	4.137139	351.397
21.436	3.552354	351.276
21.464	2.966989	351.635
21.479	3.666986	351.635
21.501	4.494169	352.233
21.521	3.354965	352.892
21.543	0.308539	353.361
21.564	-1.759135	353.604
21.585	-2.309108	353.809
21.606	-2.223142	354.167
21.628	-2.074381	354.733
21.649	-1.522815	355.388
21.669	-0.890407	355.988
21.691	-0.662714	356.471
21.713	-0.952895	356.872
21.734	-1.594159	357.277
21.754	-1.935686	357.755
21.775	-1.825562	358.309
21.797	-1.929323	358.873
21.818	-1.891890	359.366
21.839	-1.168659	359.707
21.860	-0.053452	359.821
21.883	0.813462	359.504
21.903	1.214792	359.504
21.925	1.530705	359.513
21.946	1.647010	359.651
21.967	2.115051	359.777
21.988	2.319166	359.620
22.009	2.156767	359.314
22.030	2.829390	359.152
22.053	2.779871	359.085
22.074	2.437474	359.016
22.094	2.620286	358.933
22.114	1.100620	358.795
22.136	-1.353187	358.576
22.157	-2.792367	358.311
22.179	-2.566889	358.016
22.199	-1.500487	357.723
22.221	-0.895992	357.448
22.244	-1.114340	357.129
22.263	-1.722263	356.692
22.284	-1.986139	356.177
22.306	-2.208795	355.668
22.327	-2.162157	355.208
22.348	-1.741745	354.836
22.370	-1.464220	354.588
22.390	-1.346867	354.449
22.413	-0.607103	354.353
22.434	0.032016	354.218
22.454	-0.337302	354.001
22.475	-0.669261	353.780
22.496	0.137150	353.634
22.517	1.315597	353.567
22.539	2.500610	353.508
22.560	2.897498	353.358
22.581	2.719203	353.089
22.603	3.160153	353.089
22.624	3.864099	353.280
22.645	3.997271	353.726
22.670	3.085083	354.236
22.687	0.616853	354.565
22.708	-1.504506	354.619
22.729	-1.925946	354.563
22.751	-2.027378	354.598
22.774	-2.347948	354.828
22.793	-2.182649	355.320
22.815	-1.589925	356.006
22.835	-1.501149	356.702
22.858	-1.766500	357.276
22.878	-1.755732	357.755
22.900	-1.430614	358.263
22.921	-1.049048	358.841
22.943	-0.740482	359.414
22.963	-0.739359	359.928
22.984	-0.715748	0.350
23.005	-0.406067	0.624
23.027	0.365457	0.679
23.049	0.663953	0.532
23.069	0.537906	0.305
23.091	1.308006	0.166
23.111	1.946589	0.200
23.133	1.822242	0.306
23.154	1.742846	0.317
23.175	2.331695	0.233
23.196	2.441238	0.037
23.217	2.144106	359.684
23.238	2.109794	359.200
23.259	1.829293	358.653
23.282	0.302828	358.091
23.303	-1.647764	357.204
23.326	-3.020739	357.204
23.344	-3.292409	356.955
23.365	-2.200184	356.713
